node_id,news_article
177879,gossipcop-932648
178039,gossipcop-954270
178105,gossipcop-865630
178182,gossipcop-850454
178226,gossipcop-915798
178327,gossipcop-857917
178421,gossipcop-945983
178481,gossipcop-871101
178637,gossipcop-884744
178716,gossipcop-904988
178772,gossipcop-844214
178840,gossipcop-860858
178894,gossipcop-887817
179012,gossipcop-954261
179105,gossipcop-926930
179126,gossipcop-915029
179200,gossipcop-955082
179248,gossipcop-856256
179270,gossipcop-905170
179373,gossipcop-948572
179423,gossipcop-859006
179446,gossipcop-867230
179531,gossipcop-930824
179547,gossipcop-934717
179621,gossipcop-936738
179674,gossipcop-863870
179707,gossipcop-954674
179752,gossipcop-851808
179822,gossipcop-847333
179895,gossipcop-845527
179987,gossipcop-862794
180100,gossipcop-884869
180162,gossipcop-942960
180195,gossipcop-950784
180290,gossipcop-885386
180363,gossipcop-844707
180398,gossipcop-863239
180489,gossipcop-920848
180586,gossipcop-864646
180697,gossipcop-947441
180743,gossipcop-877846
180936,gossipcop-858862
181052,gossipcop-940098
181067,gossipcop-883155
181222,gossipcop-875345
181259,gossipcop-914753
181352,gossipcop-907027
181393,gossipcop-865202
181431,gossipcop-936673
181442,gossipcop-883971
181472,gossipcop-931499
181492,gossipcop-871429
181548,gossipcop-934969
181595,gossipcop-924106
181700,gossipcop-896317
181833,gossipcop-861005
181884,gossipcop-942642
181902,gossipcop-914071
181928,gossipcop-881073
182017,gossipcop-876031
182148,gossipcop-930460
182185,gossipcop-881981
182217,gossipcop-900724
182316,gossipcop-902856
182513,gossipcop-938814
182564,gossipcop-843465
182659,gossipcop-867060
182773,gossipcop-914123
182828,gossipcop-884202
182868,gossipcop-892800
182919,gossipcop-916900
182974,gossipcop-861559
183044,gossipcop-884177
183128,gossipcop-878990
183246,gossipcop-949431
183271,gossipcop-843074
183330,gossipcop-895410
183388,gossipcop-942817
183441,gossipcop-877144
183513,gossipcop-890744
183578,gossipcop-894948
183602,gossipcop-857896
183691,gossipcop-927191
183731,gossipcop-931196
183916,gossipcop-842347
184109,gossipcop-860400
184218,gossipcop-861792
184255,gossipcop-889149
184313,gossipcop-847124
184493,gossipcop-862846
184572,gossipcop-935468
184736,gossipcop-914351
184758,gossipcop-905408
184863,gossipcop-843601
184959,gossipcop-891506
185125,gossipcop-921718
185174,gossipcop-876798
185197,gossipcop-915793
185266,gossipcop-916332
185311,gossipcop-844524
185349,gossipcop-926988
185393,gossipcop-850578
185481,gossipcop-948428
185646,gossipcop-871624
185742,gossipcop-881200
185898,gossipcop-896931
185918,gossipcop-896094
186080,gossipcop-895312
186146,gossipcop-885898
186187,gossipcop-871519
186218,gossipcop-889508
186401,gossipcop-876224
186499,gossipcop-932996
186518,gossipcop-852072
186593,gossipcop-873503
186662,gossipcop-854348
186783,gossipcop-864623
186887,gossipcop-871889
186921,gossipcop-864984
187034,gossipcop-858257
187123,gossipcop-861871
187175,gossipcop-874484
187236,gossipcop-934386
187294,gossipcop-858217
187383,gossipcop-863361
187423,gossipcop-953144
187447,gossipcop-935467
187468,gossipcop-918699
187534,gossipcop-886959
187586,gossipcop-903372
187605,gossipcop-927446
187774,gossipcop-889520
187863,gossipcop-874450
187882,gossipcop-846272
187958,gossipcop-858282
188080,gossipcop-868619
188162,gossipcop-876363
188218,gossipcop-901090
188319,gossipcop-884852
188378,gossipcop-938278
188403,gossipcop-893550
188468,gossipcop-914613
188589,gossipcop-848645
188653,gossipcop-884410
188820,gossipcop-947054
188911,gossipcop-850478
188969,gossipcop-919353
189069,gossipcop-874112
189190,gossipcop-846566
189311,gossipcop-955765
189370,gossipcop-921122
189503,gossipcop-860883
189653,gossipcop-877186
189737,gossipcop-858512
189844,gossipcop-865910
189912,gossipcop-923711
189931,gossipcop-923948
189959,gossipcop-888997
189975,gossipcop-942876
190059,gossipcop-936749
190147,gossipcop-942005
190236,gossipcop-911172
190289,gossipcop-881731
190353,gossipcop-929800
190550,gossipcop-922237
190614,gossipcop-858244
190750,gossipcop-908557
190822,gossipcop-900387
190899,gossipcop-866076
190944,gossipcop-873140
191046,gossipcop-924217
191148,gossipcop-897615
191207,gossipcop-846847
191377,gossipcop-951894
191441,gossipcop-904936
191463,gossipcop-920474
191486,gossipcop-889393
191521,gossipcop-941089
191548,gossipcop-912962
191603,gossipcop-934616
191608,gossipcop-939171
191690,gossipcop-900424
191731,gossipcop-887039
191829,gossipcop-859218
191853,gossipcop-847711
191909,gossipcop-952529
192053,gossipcop-938629
192190,gossipcop-935651
192228,gossipcop-900090
192246,gossipcop-902687
192296,gossipcop-857737
192338,gossipcop-911846
192408,gossipcop-948140
192480,gossipcop-868437
192488,gossipcop-908595
192541,gossipcop-884250
192568,gossipcop-861766
192717,gossipcop-916654
192806,gossipcop-895800
192882,gossipcop-927843
193029,gossipcop-858172
193118,gossipcop-866295
193154,gossipcop-862017
193281,gossipcop-925473
193352,gossipcop-906068
193403,gossipcop-920519
193488,gossipcop-905213
193533,gossipcop-888478
193544,gossipcop-868932
193596,gossipcop-901073
193648,gossipcop-899309
193800,gossipcop-899962
193901,gossipcop-852540
193989,gossipcop-882593
194037,gossipcop-848433
194115,gossipcop-922069
194171,gossipcop-908573
194270,gossipcop-905858
194327,gossipcop-889625
194383,gossipcop-860877
194425,gossipcop-862825
194485,gossipcop-939870
194543,gossipcop-861020
194613,gossipcop-863862
194651,gossipcop-881265
194735,gossipcop-903069
194757,gossipcop-874080
194788,gossipcop-848092
194851,gossipcop-878327
194992,gossipcop-892534
195134,gossipcop-843377
195194,gossipcop-902330
195227,gossipcop-955887
195380,gossipcop-883710
195435,gossipcop-844289
195531,gossipcop-895647
195663,gossipcop-905275
195731,gossipcop-935737
195755,gossipcop-946861
195768,gossipcop-873660
195822,gossipcop-870348
195900,gossipcop-941925
196002,gossipcop-911254
196126,gossipcop-858878
196250,gossipcop-917192
196299,gossipcop-879674
196475,gossipcop-921961
196612,gossipcop-853180
196729,gossipcop-954616
196850,gossipcop-935310
196894,gossipcop-931051
196918,gossipcop-899874
196950,gossipcop-910782
196990,gossipcop-925019
196995,gossipcop-845289
197049,gossipcop-911565
197129,gossipcop-846841
197178,gossipcop-893257
197294,gossipcop-876365
197352,gossipcop-919892
197480,gossipcop-919571
197557,gossipcop-914682
197727,gossipcop-921650
197814,gossipcop-877868
197873,gossipcop-899252
197944,gossipcop-937659
197961,gossipcop-868053
198120,gossipcop-913568
198146,gossipcop-952921
198195,gossipcop-870947
198245,gossipcop-903851
198301,gossipcop-942825
198495,gossipcop-949908
198578,gossipcop-846161
198630,gossipcop-926446
198679,gossipcop-907558
198803,gossipcop-928639
198879,gossipcop-907781
198901,gossipcop-921249
198924,gossipcop-867844
199000,gossipcop-846535
199062,gossipcop-911190
199111,gossipcop-872824
199186,gossipcop-906128
199259,gossipcop-921102
199415,gossipcop-889489
199561,gossipcop-879817
199662,gossipcop-894689
199745,gossipcop-871127
199809,gossipcop-860086
199883,gossipcop-880509
199912,gossipcop-905877
199997,gossipcop-912626
200106,gossipcop-861511
200187,gossipcop-865282
200280,gossipcop-907006
200302,gossipcop-849582
200392,gossipcop-944652
200465,gossipcop-920808
200531,gossipcop-954462
200545,gossipcop-910253
200700,gossipcop-874986
200800,gossipcop-924015
200974,gossipcop-877570
201095,gossipcop-929545
201153,gossipcop-882757
201198,gossipcop-896067
201285,gossipcop-948737
201343,gossipcop-894534
201402,gossipcop-885563
201498,gossipcop-864433
201600,gossipcop-842453
201615,gossipcop-933771
201677,gossipcop-860300
201798,gossipcop-849232
201864,gossipcop-866176
201914,gossipcop-890024
201993,gossipcop-845911
202050,gossipcop-873257
202124,gossipcop-915717
202201,gossipcop-912976
202280,gossipcop-909510
202345,gossipcop-880399
202367,gossipcop-902647
202454,gossipcop-898242
202560,gossipcop-886617
202630,gossipcop-938013
202651,gossipcop-946247
202736,gossipcop-940508
202798,gossipcop-947555
202890,gossipcop-874148
202963,gossipcop-870843
203089,gossipcop-868796
203139,gossipcop-891755
203219,gossipcop-890117
203363,gossipcop-908630
203430,gossipcop-945217
203498,gossipcop-891759
203580,gossipcop-843267
203639,gossipcop-954321
203716,gossipcop-927285
203802,gossipcop-910781
203876,gossipcop-916596
203959,gossipcop-907805
203987,gossipcop-842193
204062,gossipcop-928314
204108,gossipcop-886351
204168,gossipcop-854190
204226,gossipcop-882656
204301,gossipcop-890839
204408,gossipcop-892779
204446,gossipcop-941896
204480,gossipcop-902083
204557,gossipcop-918851
204627,gossipcop-937849
204674,gossipcop-874108
204709,gossipcop-911146
204759,gossipcop-940848
204848,gossipcop-922220
204906,gossipcop-954634
204931,gossipcop-938162
204952,gossipcop-911263
204981,gossipcop-842017
205086,gossipcop-937740
205152,gossipcop-921968
205307,gossipcop-890882
205375,gossipcop-857626
205497,gossipcop-913988
205594,gossipcop-885421
205627,gossipcop-895796
205729,gossipcop-883839
205798,gossipcop-853660
205955,gossipcop-946498
206020,gossipcop-909236
206070,gossipcop-872742
206108,gossipcop-858513
206123,gossipcop-920882
206191,gossipcop-901548
206259,gossipcop-915080
206364,gossipcop-844069
206458,gossipcop-876131
206590,gossipcop-875110
206652,gossipcop-889441
206774,gossipcop-936677
206799,gossipcop-857593
206890,gossipcop-897253
206980,gossipcop-923418
207039,gossipcop-846274
207131,gossipcop-897461
207215,gossipcop-915277
207376,gossipcop-884998
207453,gossipcop-891102
207477,gossipcop-874437
207503,gossipcop-888878
207528,gossipcop-859839
207660,gossipcop-876075
207757,gossipcop-870456
207848,gossipcop-896116
207934,gossipcop-932531
207995,gossipcop-845734
208079,gossipcop-8018891573
208106,gossipcop-1702570445
208120,gossipcop-2194208436
208131,gossipcop-6532581624
208140,gossipcop-7261144096
208192,gossipcop-2532233011
208199,gossipcop-3461420682
208204,gossipcop-6614569708
208220,gossipcop-2459545786
208234,gossipcop-7271225774
208304,gossipcop-6787508508
208312,gossipcop-294856255
208325,gossipcop-7570506715
208342,gossipcop-3196236336
208360,gossipcop-6162779396
208391,gossipcop-5533222267
208401,gossipcop-9866635777
208407,gossipcop-152704263
208431,gossipcop-5238881623
208595,gossipcop-181752125
208632,gossipcop-6326387769
208694,gossipcop-4882548283
208697,gossipcop-3727700129
208705,gossipcop-6330867980
208751,gossipcop-2247616847
208762,gossipcop-4913642932
208790,gossipcop-1877431797
208807,gossipcop-3763362922
208811,gossipcop-3693445154
208842,gossipcop-6733151531
208847,gossipcop-2389711269
208857,gossipcop-9193321517
208862,gossipcop-8511922365
208880,gossipcop-3308313232
208891,gossipcop-1077224233
209044,gossipcop-2817863987
209051,gossipcop-5322830267
209083,gossipcop-9705566762
209096,gossipcop-1656905825
209120,gossipcop-5755116247
209124,gossipcop-9100336642
209148,gossipcop-7522847934
209180,gossipcop-7018727955
209188,gossipcop-979982150
209199,gossipcop-5874560790
209209,gossipcop-976889623
209229,gossipcop-9222651201
209337,gossipcop-6488638301
209425,gossipcop-8559275084
209431,gossipcop-7805804542
209463,gossipcop-884314726
209470,gossipcop-5177133863
209530,gossipcop-9408067324
209541,gossipcop-4463165631
209567,gossipcop-6181345214
209594,gossipcop-2491524812
209611,gossipcop-6437882281
209617,gossipcop-9583470247
209671,gossipcop-7152128232
209677,gossipcop-7229034890
209770,gossipcop-1188213997
209778,gossipcop-5276686006
209788,gossipcop-571249583
209842,gossipcop-2280130912
209860,gossipcop-716036284
209898,gossipcop-316471145
209904,gossipcop-5723842911
209928,gossipcop-3967904178
210111,gossipcop-8446160021
210116,gossipcop-4189148342
210145,gossipcop-1555796015
210194,gossipcop-4580247171
210211,gossipcop-7059935490
210280,gossipcop-6892347979
210432,gossipcop-8990141431
210441,gossipcop-5835705746
210472,gossipcop-1398529432
210479,gossipcop-978739520
210495,gossipcop-4274245097
210509,gossipcop-7023055459
210527,gossipcop-4127686001
210558,gossipcop-735368943
210587,gossipcop-3012797232
210598,gossipcop-5786743687
210700,gossipcop-5511468130
210708,gossipcop-3063859039
210732,gossipcop-5835983458
210896,gossipcop-6451310728
211009,gossipcop-703016938
211093,gossipcop-4437948086
211142,gossipcop-4988611075
211158,gossipcop-7525864502
211276,gossipcop-7414166530
211281,gossipcop-682766948
211285,gossipcop-1337735613
211288,gossipcop-8620094827
211314,gossipcop-1960381072
211384,gossipcop-6869448706
211410,gossipcop-9370639361
211429,gossipcop-7558723252
211496,gossipcop-455404889
211501,gossipcop-1323742146
211514,gossipcop-6942485586
211523,gossipcop-8730878693
211531,gossipcop-8765863965
211646,gossipcop-7087945545
211660,gossipcop-5749954827
211702,gossipcop-5177801843
211716,gossipcop-6198474285
211830,gossipcop-562893178
211845,gossipcop-3636929589
211889,gossipcop-2502492072
211944,gossipcop-5316990322
212064,gossipcop-8586044284
212071,gossipcop-7562432036
212110,gossipcop-3752556623
212123,gossipcop-4766639751
212157,gossipcop-4689707405
212163,gossipcop-7411686847
212172,gossipcop-1589416456
212195,gossipcop-4135368856
212201,gossipcop-7638015229
212312,gossipcop-1625086607
212327,gossipcop-2528628961
212369,gossipcop-6328436793
212404,gossipcop-3503563094
212425,gossipcop-9737431196
212443,gossipcop-863343890
212455,gossipcop-7510176516
212462,gossipcop-1574020431
212472,gossipcop-9576408647
212479,gossipcop-7668526011
212488,gossipcop-842443046
212559,gossipcop-3482407740
212633,gossipcop-1398141248
212637,gossipcop-7810430833
212833,gossipcop-2266277403
212875,gossipcop-5852810951
212887,gossipcop-2157078973
212892,gossipcop-4653033399
212896,gossipcop-1563620722
212942,gossipcop-316700565
212955,gossipcop-5750046920
212962,gossipcop-2942200189
212969,gossipcop-5152718676
212974,gossipcop-1252725097
213012,gossipcop-442662894
213019,gossipcop-7863170653
213164,gossipcop-5840642713
213353,gossipcop-2134519765
213411,gossipcop-1220539977
213426,gossipcop-4953360352
213432,gossipcop-5070059348
213442,gossipcop-9010461723
213532,gossipcop-392859545
213599,gossipcop-4379697773
213633,gossipcop-1084487702
213645,gossipcop-6056074095
213687,gossipcop-5565789711
213768,gossipcop-6622517305
213794,gossipcop-3399862784
213835,gossipcop-5187076963
213841,gossipcop-1474948818
213908,gossipcop-2615005056
214034,gossipcop-2772637599
214049,gossipcop-9842700738
214059,gossipcop-3569542889
214095,gossipcop-9324688033
214292,gossipcop-9088228404
214302,gossipcop-8922086778
214306,gossipcop-2674343561
214318,gossipcop-180345132
214331,gossipcop-5881128002
214344,gossipcop-668291782
214359,gossipcop-3136276770
214364,gossipcop-3647716693
214444,gossipcop-9362199425
214469,gossipcop-5724243419
214483,gossipcop-2327450039
214497,gossipcop-344987006
214512,gossipcop-2887124659
214533,gossipcop-3645597267
214555,gossipcop-2419841037
214558,gossipcop-7733393536
214566,gossipcop-7384566778
214610,gossipcop-9897418113
214805,gossipcop-4479215560
214892,gossipcop-2004562842
214947,gossipcop-5328443100
214988,gossipcop-6578816195
214996,gossipcop-5663483713
215009,gossipcop-6597797445
215023,gossipcop-8158264241
215087,gossipcop-5008719868
215104,gossipcop-4044657763
215132,gossipcop-5111242707
215168,gossipcop-869318083
215176,gossipcop-3816475916
215216,gossipcop-4032059288
215224,gossipcop-8697896182
215255,gossipcop-7646322922
215263,gossipcop-6953480338
215299,gossipcop-9014768558
215307,gossipcop-4090764034
215449,gossipcop-4971497614
215567,gossipcop-8516436453
215624,gossipcop-4918281647
215671,gossipcop-9406231872
215702,gossipcop-1794650088
215714,gossipcop-821748106
215728,gossipcop-2965180574
215738,gossipcop-4963306668
215742,gossipcop-6629014522
215753,gossipcop-4078422375
215834,gossipcop-2409992269
215882,gossipcop-1108936720
215963,gossipcop-1908009150
215973,gossipcop-8363534048
215994,gossipcop-9286575789
216020,gossipcop-175295705
216102,gossipcop-9659734933
216117,gossipcop-3662901506
216169,gossipcop-8503469704
216185,gossipcop-2224998256
216195,gossipcop-8068437613
216205,gossipcop-9934318467
216224,gossipcop-108177076
216301,gossipcop-1858381621
216347,gossipcop-2970312744
216354,gossipcop-8021032353
216359,gossipcop-3946652977
216373,gossipcop-7224709424
216380,gossipcop-8201978839
216400,gossipcop-1036952493
216412,gossipcop-1708638493
216422,gossipcop-7819119595
216443,gossipcop-9381045575
216594,gossipcop-6872993311
216670,gossipcop-7694678050
216686,gossipcop-9550802520
216747,gossipcop-6859685462
216754,gossipcop-2210288941
216774,gossipcop-6245785162
216787,gossipcop-4647631061
216840,gossipcop-6450814559
216850,gossipcop-3210261852
216978,gossipcop-5880295549
216984,gossipcop-9715529297
217166,gossipcop-9327540025
217179,gossipcop-1858824870
217187,gossipcop-9030342447
217360,gossipcop-6048462622
217397,gossipcop-9574358029
217407,gossipcop-394135683
217418,gossipcop-1841631792
217430,gossipcop-4271815483
217442,gossipcop-9658632569
217475,gossipcop-2134848777
217519,gossipcop-958858124
217682,gossipcop-8695513210
217697,gossipcop-3712609149
217720,gossipcop-1417462600
217731,gossipcop-5924693724
217744,gossipcop-2455582157
217891,gossipcop-4921967582
217924,gossipcop-7090728923
217957,gossipcop-646080900
217997,gossipcop-3361152009
218004,gossipcop-4634544597
218016,gossipcop-6204853205
218178,gossipcop-8469459935
218190,gossipcop-1122776662
218215,gossipcop-5241351348
218231,gossipcop-3637447945
218245,gossipcop-6550794665
218255,gossipcop-5127006637
218377,gossipcop-1698913031
218470,gossipcop-6328140489
218477,gossipcop-6116544731
218497,gossipcop-1375570271
218588,gossipcop-5931255794
218611,gossipcop-9239107991
218627,gossipcop-4069902609
218636,gossipcop-3234538476
218654,gossipcop-5320829279
218690,gossipcop-3342928201
218698,gossipcop-2420429687
218713,gossipcop-4301878959
218731,gossipcop-7010369703
218802,gossipcop-5844292844
218812,gossipcop-2163338800
218968,gossipcop-795756971
219006,gossipcop-1247287686
219166,gossipcop-5819688815
219210,gossipcop-5406061203
219219,gossipcop-2362638360
219244,gossipcop-9340207780
219433,gossipcop-255832279
219462,gossipcop-2965379750
219493,gossipcop-383021129
219502,gossipcop-3817786461
219537,gossipcop-3885312119
219571,gossipcop-1495995782
219619,gossipcop-950011086
219627,gossipcop-3999881528
219635,gossipcop-4208088113
219682,gossipcop-6820511213
219686,gossipcop-2064470814
219737,gossipcop-5382029129
219806,gossipcop-1241528475
219819,gossipcop-3319390140
219900,gossipcop-5722761061
219958,gossipcop-3268270141
219985,gossipcop-5643074308
219992,gossipcop-1928968897
220054,gossipcop-785456532
220066,gossipcop-6496181044
220076,gossipcop-5095960133
220260,gossipcop-6221519484
220287,gossipcop-1934036410
220348,gossipcop-7065786957
220391,gossipcop-4090343259
220408,gossipcop-2711561713
220460,gossipcop-1498338899
220511,gossipcop-6117155029
220521,gossipcop-2635899873
220529,gossipcop-1669042987
220551,gossipcop-4313375432
220626,gossipcop-314846913
220738,gossipcop-6021814191
220812,gossipcop-1488759008
220852,gossipcop-1694904591
220863,gossipcop-4424305547
220937,gossipcop-5392119570
220944,gossipcop-8829213246
221125,gossipcop-9622956428
221136,gossipcop-2486264114
221145,gossipcop-6033353322
221163,gossipcop-1546564922
221207,gossipcop-4750283064
221351,gossipcop-3847431006
221474,gossipcop-1594778479
221525,gossipcop-6849558814
221540,gossipcop-5382417683
221546,gossipcop-7231509293
221560,gossipcop-6594181187
221569,gossipcop-7579124897
221586,gossipcop-3352363275
221589,gossipcop-3836297244
221624,gossipcop-3062580207
221642,gossipcop-4661831377
221647,gossipcop-5073552813
221669,gossipcop-1783354953
221679,gossipcop-2936134282
221755,gossipcop-6285249762
221773,gossipcop-3582461668
221830,gossipcop-2662977852
221851,gossipcop-4054055901
221856,gossipcop-6982710185
222023,gossipcop-6015120299
222029,gossipcop-1718137654
222043,gossipcop-4888252474
222087,gossipcop-8214072514
222101,gossipcop-7341415893
222118,gossipcop-7693292112
222168,gossipcop-6391180127
222188,gossipcop-7855644753
222202,gossipcop-3444311166
222265,gossipcop-951660346
222307,gossipcop-6489461221
222371,gossipcop-5738860188
222393,gossipcop-7673059893
222423,gossipcop-2877943909
222434,gossipcop-8963237866
222456,gossipcop-2182023698
222480,gossipcop-1950567758
222513,gossipcop-2294437470
222584,gossipcop-7694435947
222591,gossipcop-5284912950
222614,gossipcop-7557531640
222624,gossipcop-5705065905
222637,gossipcop-9666073770
222645,gossipcop-3435438709
222698,gossipcop-2575330358
222757,gossipcop-6919146972
222775,gossipcop-8347330267
222789,gossipcop-3642751744
222801,gossipcop-1998076621
222825,gossipcop-9674254373
222884,gossipcop-9223580402
222967,gossipcop-94922652
222975,gossipcop-5925668659
222983,gossipcop-1267637959
223073,gossipcop-4697947797
223201,gossipcop-4810536767
223286,gossipcop-6337200571
223341,gossipcop-8119809755
223524,gossipcop-8204219037
223530,gossipcop-7789729848
223542,gossipcop-421853754
223569,gossipcop-6345761457
223602,gossipcop-9931783040
223606,gossipcop-6207731673
223620,gossipcop-5231873463
223638,gossipcop-1812006033
223645,gossipcop-9691037476
223684,gossipcop-6108996724
223708,gossipcop-6414877465
223745,gossipcop-3119646564
223758,gossipcop-6974111719
223885,gossipcop-9756692853
223890,gossipcop-1039751251
223893,gossipcop-6436588959
223918,gossipcop-976775169
224096,gossipcop-4832989936
224192,gossipcop-201837745
224209,gossipcop-1258552214
224270,gossipcop-3071314990
224305,gossipcop-7128583348
224331,gossipcop-6509869720
224348,gossipcop-640447057
224365,gossipcop-5543776726
224371,gossipcop-2214746780
224383,gossipcop-7059529847
224392,gossipcop-774156320
224408,gossipcop-2187887628
224442,gossipcop-3222244840
224463,gossipcop-2582000806
224468,gossipcop-4598515061
224489,gossipcop-3687021518
224492,gossipcop-7889565756
224560,gossipcop-6662469852
224606,gossipcop-585679277
224614,gossipcop-2452927941
224623,gossipcop-297212227
224677,gossipcop-3943611812
224727,gossipcop-6525009203
224751,gossipcop-1867462484
224860,gossipcop-9227872746
224875,gossipcop-3286453896
224882,gossipcop-3141132408
224898,gossipcop-9219469405
224908,gossipcop-8391326682
224918,gossipcop-9217504373
224946,gossipcop-7400204028
224966,gossipcop-9754111525
224988,gossipcop-43231215
225004,gossipcop-8410631215
225090,gossipcop-1202990527
225098,gossipcop-403750018
225153,gossipcop-3687579132
225215,gossipcop-5869226639
225229,gossipcop-4201004105
225244,gossipcop-8375729179
225299,gossipcop-8482372890
225369,gossipcop-1589096459
225396,gossipcop-5310327614
225428,gossipcop-1138885480
225441,gossipcop-3484504330
225468,gossipcop-2389938114
225516,gossipcop-3152438060
225534,gossipcop-2893204024
225542,gossipcop-4294141783
225583,gossipcop-9636141965
225614,gossipcop-4983115467
225625,gossipcop-8326637037
225728,gossipcop-562132594
225755,gossipcop-610873029
225837,gossipcop-4618345996
225858,gossipcop-4005025751
225868,gossipcop-6488165260
225952,gossipcop-2179465980
225977,gossipcop-78450242
226019,gossipcop-301946773
226030,gossipcop-2785640774
226041,gossipcop-2743556403
226057,gossipcop-2658883454
226079,gossipcop-1277722904
226167,gossipcop-2734628654
226182,gossipcop-4477368195
226254,gossipcop-6013555346
226260,gossipcop-3776508422
226290,gossipcop-8064197839
226300,gossipcop-5987252847
226321,gossipcop-9639469508
226478,gossipcop-8536862358
226515,gossipcop-5106207150
226586,gossipcop-4177865021
226602,gossipcop-8940932786
226609,gossipcop-6970833883
226622,gossipcop-7954213149
226629,gossipcop-8536539547
226635,gossipcop-6758705496
226659,gossipcop-3732005027
226675,gossipcop-8055383376
226700,gossipcop-2561076686
226728,gossipcop-2762780060
226737,gossipcop-2819245019
226783,gossipcop-2940775250
226855,gossipcop-7896911317
226892,gossipcop-2303606266
226906,gossipcop-5555890304
226944,gossipcop-1131624656
226955,gossipcop-460395587
226959,gossipcop-6402144755
226966,gossipcop-8763534369
227016,gossipcop-4996005636
227028,gossipcop-7512135180
227039,gossipcop-969746041
227232,gossipcop-8504440899
227248,gossipcop-697085602
227383,gossipcop-4790479997
227398,gossipcop-4051111882
227415,gossipcop-8742809668
227422,gossipcop-9637093116
227530,gossipcop-7415621392
227535,gossipcop-595491190
227615,gossipcop-8722688809
227653,gossipcop-7015125430
227668,gossipcop-4970681946
227698,gossipcop-1435049921
227773,gossipcop-7319293593
227788,gossipcop-4643978776
227800,gossipcop-9815439374
227812,gossipcop-9271967854
227825,gossipcop-7181745288
227842,gossipcop-7735472514
227923,gossipcop-5288672998
227978,gossipcop-211703249
228042,gossipcop-7684902856
228069,gossipcop-8882451342
228177,gossipcop-8387711520
228187,gossipcop-4084108386
228265,gossipcop-3663541013
228292,gossipcop-3829098404
228298,gossipcop-7798039260
228303,gossipcop-4604674083
228357,gossipcop-7073979401
228503,gossipcop-7306553881
228513,gossipcop-9166843798
228533,gossipcop-4372946169
228541,gossipcop-7363616992
228553,gossipcop-3057200928
228559,gossipcop-6049574291
228590,gossipcop-3454213730
228629,gossipcop-7468340060
228684,gossipcop-5659324156
228690,gossipcop-5695834478
228757,gossipcop-5140770301
228905,gossipcop-1398282945
228923,gossipcop-8436977031
228926,gossipcop-9376541375
228944,gossipcop-2022735106
228963,gossipcop-6172771554
228971,gossipcop-2803748870
228979,gossipcop-2886104361
229072,gossipcop-523091866
229134,gossipcop-9620918411
229154,gossipcop-8856841965
229158,gossipcop-7908910194
229186,gossipcop-3796839427
229275,gossipcop-1745549479
229289,gossipcop-1760401680
229358,gossipcop-3591884490
229504,gossipcop-2779044405
229511,gossipcop-575826775
229536,gossipcop-7179143698
229688,gossipcop-8044555175
229727,gossipcop-2366012895
229746,gossipcop-9650269391
229864,gossipcop-7015799492
229885,gossipcop-6253590014
229928,gossipcop-9641079967
229937,gossipcop-3124292084
229945,gossipcop-9512010965
229959,gossipcop-5163664689
229978,gossipcop-3364501327
229992,gossipcop-1297626508
229997,gossipcop-527184423
230013,gossipcop-2336869197
230019,gossipcop-158160541
230029,gossipcop-1046174363
230062,gossipcop-6784600548
230074,gossipcop-4649553091
230152,gossipcop-2241879365
230238,gossipcop-9500154510
230265,gossipcop-289348746
230309,gossipcop-5049497697
230347,gossipcop-9430581156
230354,gossipcop-646817503
230441,gossipcop-9463631797
230448,gossipcop-1781205269
230515,gossipcop-1477811185
230525,gossipcop-4006218901
230556,gossipcop-7237486261
230577,gossipcop-2527896655
230645,gossipcop-9402304288
230654,gossipcop-8606143021
230674,gossipcop-1065734621
230690,gossipcop-3271653405
230718,gossipcop-8969378695
230727,gossipcop-317873700
230868,gossipcop-9477146820
230897,gossipcop-4353602562
230993,gossipcop-2540748672
231002,gossipcop-7704079622
231038,gossipcop-7232715377
231054,gossipcop-5003398449
231131,gossipcop-941805037
231243,gossipcop-6260287579
231298,gossipcop-1578034404
231367,gossipcop-8175330411
231376,gossipcop-6870389279
231385,gossipcop-8684672120
231392,gossipcop-4100366327
231417,gossipcop-4719602650
231490,gossipcop-5694632857
231509,gossipcop-6744601361
231563,gossipcop-6984927757
231586,gossipcop-5668487773
231762,gossipcop-4250351299
231777,gossipcop-4530647042
231944,gossipcop-5872003026
232028,gossipcop-8266119280
232062,gossipcop-3707665860
232095,gossipcop-6587156054
232104,gossipcop-1819145958
232117,gossipcop-7776639775
232145,gossipcop-33469609
232166,gossipcop-987677530
232186,gossipcop-7335145451
232270,gossipcop-601876373
232334,gossipcop-1994380875
232343,gossipcop-7905456260
232351,gossipcop-6374309586
232392,gossipcop-8489729650
232421,gossipcop-331851377
232431,gossipcop-3862397752
232531,gossipcop-1722053022
232593,gossipcop-1501322357
232691,gossipcop-3291310272
232730,gossipcop-2468376756
232743,gossipcop-8822451339
232882,gossipcop-8955667439
232906,gossipcop-3066088888
233010,gossipcop-9363563626
233020,gossipcop-881988237
233039,gossipcop-5369652307
233166,gossipcop-6768065785
233207,gossipcop-2900876530
233244,gossipcop-1811064392
233260,gossipcop-1411966817
233269,gossipcop-607558250
233300,gossipcop-9569092095
233309,gossipcop-6375307541
233328,gossipcop-216932165
233340,gossipcop-6632172921
233402,gossipcop-5428151703
233417,gossipcop-3795942487
233578,gossipcop-1748374912
233587,gossipcop-7190730699
